ITEMID,GLOBALID,X,Y
2,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186459,344.8204166666668,277.29133333333385
3,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184984,326.99279500000017,265.03141666666716
6,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187210,319.36533666666685,271.3039166666672
7,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186414,377.54937500000017,291.8830625000005
9,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184606,357.9782916666667,263.89558333333383
11,M_Toilet Partition:0915 x 1525mm:0915 x 1525mm:227877,326.37395666666686,272.940916666667
12,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188641,351.5162500000002,253.91020833333383
14,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188878,363.20025000000015,260.58841000000115
20,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189037,365.5780447678163,249.9258750000005
23,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:207624,330.67520833333333,254.92620833333382
24,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188756,353.58125,260.58841000000115
26,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185522,334.3874583333333,290.0311250000005
33,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186187,353.08554,293.23758333333365
34,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184323,300.0,280.54476166666717
35,M_Toilet Partition:0915 x 1525mm:0915 x 1525mm:227982,332.40579,271.4309583333338
36,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184917,332.35320666666684,265.03141666666716
37,M_Double-Flush:1830 x 2083mm:1830 x 2083mm:186079,344.49579166666666,292.5708333333338
38,M_Toilet Partition:0813 x 1525mm:0813 x 1525mm:228138,332.44745666666665,268.9601250000005
42,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187947,309.6383266666667,245.729291666667
44,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186643,352.93420333333347,278.4688333333338
45,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186281,361.6627516666667,293.2375833333338
48,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188088,314.63675,242.69845833333366
49,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186847,373.65960333333334,290.52854166666697
51,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185431,336.61579166666667,290.0311250000005
52,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184259,300.50333333333333,261.750910000001
53,M_Double-Flush:1830 x 2134mm:1830 x 2134mm:183872,383.71883333333335,284.535454175657
54,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184137,383.71883333333335,261.75091000000117
55,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185137,340.73524666666685,268.80407833333385
56,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185749,340.21995833333335,292.5708333333338
57,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187736,331.7285416666667,252.3623750000005
58,M_Double-Flush:1830 x 2134mm:1830 x 2134mm:183972,383.71883333333335,275.9078750000005
59,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185681,328.04406,292.57083333333367
60,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189090,358.29251,243.5437300000005
61,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189010,364.3360833333335,250.77004166666717
62,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185292,341.4707916666667,277.6728750000005
63,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186692,371.3646033333335,290.52854166666697
64,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188819,357.3633433333333,255.13020833333383
69,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187590,305.65708333333333,261.51757666666765
70,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186000,346.9528333333335,290.0311250000005
71,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184835,349.1253333333335,263.89558333333383
73,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184701,352.4379166666668,263.89558333333383
75,M_Toilet Partition:0813 x 1525mm:0813 x 1525mm:228104,326.33229000000017,270.5902350000002
76,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188460,351.51625,260.58841000000115
1,M_Double-Flush:1830 x 2083mm:1830 x 2083mm:188415,308.006455,260.588410000001
30,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187125,317.3003366666667,271.3039166666672
39,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187665,330.55104166666666,260.588410000001
77,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184864,346.55079166666667,263.89558333333383
78,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:184468,378.5650833333335,261.5175766666678
79,M_Double-Flush:1830 x 2083mm:1830 x 2083mm:200566,343.16245833333335,300.0
80,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186334,372.6424183333335,293.2375833333338
83,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187783,331.7285416666667,247.57345833333383
84,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185638,322.227125,292.57083333333367
87,M_Toilet Partition:0813 x 1525mm:0813 x 1525mm:228197,332.44745666666665,267.40535416666717
88,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185025,340.73524666666685,266.73907833333385
89,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186884,306.58625,271.3039166666672
90,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186608,350.60587000000015,278.4688333333338
93,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187480,321.009625,284.32891666666694
94,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187551,321.009625,279.677541666667
95,M_Double-Flush:1830 x 2083mm:1830 x 2083mm:189257,368.5538781011497,249.9258750000005
96,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186387,374.8707516666668,293.2375833333338
97,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188197,311.86666,245.52262500000035
98,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:188927,364.3360833333335,256.0593750000005
99,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:186248,359.4344183333333,293.23758333333365
100,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187872,330.55104166666683,245.729291666667
101,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:187255,321.009625,288.980291666667
102,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:185726,332.95661166666684,292.57083333333367
4,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189562,319.8630833333335,259.159541666667
5,M_Toilet Partition:0813 x 1525mm:0813 x 1525mm:229615,326.3375466666668,272.76379166666715
8,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191135,322.4418800000002,283.113041666667
10,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190960,335.0753300000002,268.6792500000003
13,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190047,378.5650833333335,261.99358333333385
15,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190617,341.2432966666668,285.9861200000005
16,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190402,356.14463,283.65117666666714
17,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189338,305.65708333333333,261.4383750000005
18,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189533,317.7980833333335,259.159541666667
19,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189996,377.5356666666668,263.9323333333338
21,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189794,354.99975,259.15954166666717
22,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190439,344.291005,292.5624166666671
25,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191538,341.2432966666668,277.75758333333386
27,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190705,344.29100500000015,272.8231033333337
28,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191221,323.3710466666668,268.6792500000003
29,M_Toilet Partition:0915 x 1525mm:0915 x 1525mm:229614,326.3792133333335,275.3595000000003
31,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190359,356.14463,281.58617666666714
32,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:214056,353.42713,268.885916666667
40,M_Toilet Partition:0813 x 1525mm:0813 x 1525mm:229929,333.2961633333335,272.7504850000005
41,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189638,330.61575000000016,259.159541666667
43,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190098,358.68462999999986,276.5934133333337
46,M_Toilet Partition:0915 x 1525mm:0915 x 1525mm:229928,333.33783000000017,275.1654850000005
47,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190748,344.29100500000015,269.8150833333337
50,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189597,328.55075000000016,259.159541666667
65,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190300,358.68462999999986,283.2400800000003
66,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191192,322.2352133333335,281.0480416666672
67,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191112,323.3710466666668,293.6982500000005
72,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190574,344.291005,286.25475000000046
74,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189671,340.74015166666686,259.159541666667
68,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189829,374.28222500000015,263.9323333333338
81,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189969,370.77791666666684,263.9323333333338
82,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189708,342.8051516666668,259.159541666667
85,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189733,352.93475,259.15954166666717
86,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190668,341.2432966666668,283.9211200000005
91,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191302,321.3060466666668,277.40251333333384
92,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191025,334.358005,293.6982500000005
